year_joined.bucket,tenure,mean_prop
"(2012,2014]",685,0.606404693
"(2012,2014]",686,0.560073032
"(2012,2014]",687,0.56403046
"(2012,2014]",688,0.599227539
"(2012,2014]",689,0.497647555
"(2012,2014]",690,0.585013457
"(2012,2014]",691,0.533019032
"(2012,2014]",692,0.534149128
"(2012,2014]",693,0.559235607
"(2012,2014]",694,0.60381485
"(2012,2014]",695,0.646150014
"(2012,2014]",696,0.613917807
"(2012,2014]",697,0.596411359
"(2012,2014]",698,0.562064289
"(2012,2014]",699,0.632024108
"(2012,2014]",700,0.564892924
"(2012,2014]",701,0.550467751
"(2012,2014]",702,0.542300032
"(2012,2014]",703,0.564105313
"(2012,2014]",704,0.573637897
"(2012,2014]",705,0.565691077
"(2012,2014]",706,0.582534265
"(2012,2014]",707,0.595712765
"(2012,2014]",708,0.528230278
"(2012,2014]",709,0.572301785
"(2012,2014]",710,0.588803282
"(2012,2014]",711,0.560690241
"(2012,2014]",712,0.53721726
"(2012,2014]",713,0.601717736
"(2012,2014]",714,0.592297623
"(2012,2014]",715,0.579774212
"(2012,2014]",716,0.467854158
"(2012,2014]",717,0.547379399
"(2012,2014]",718,0.598832748
"(2012,2014]",719,0.584626368
"(2012,2014]",720,0.537355798
"(2012,2014]",721,0.612388109
"(2012,2014]",722,0.58751076
"(2012,2014]",723,0.626824849
"(2012,2014]",724,0.547605324
"(2012,2014]",725,0.630215406
"(2012,2014]",726,0.567072337
"(2012,2014]",727,0.54680804
"(2012,2014]",728,0.614491813
"(2012,2014]",729,0.539942824
